Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MARICO.NS,MARICO.NS,MARICO.NS,MARICO.NS,MARICO.NS,MARICO.NS
Datetime,,,,,,
2026-05-19 09:15:00+05:30,837.9500122070312,837.9500122070312,839.7999877929688,830.0999755859375,830.0999755859375,25094
2026-05-19 09:30:00+05:30,839.3499755859375,839.3499755859375,839.7999877929688,834.6500244140625,837.9000244140625,33234
2026-05-19 09:45:00+05:30,840.3499755859375,840.3499755859375,841.6500244140625,838.6500244140625,839.0999755859375,29846
2026-05-19 10:00:00+05:30,840.7999877929688,840.7999877929688,841.2999877929688,839.4500122070312,840.0,17011
2026-05-19 10:15:00+05:30,840.0,840.0,841.0,839.2000122070312,840.5,16010
2026-05-19 10:30:00+05:30,837.5499877929688,837.5499877929688,840.0,835.5499877929688,839.75,63591
2026-05-19 10:45:00+05:30,836.0,836.0,838.2000122070312,835.2999877929688,837.2000122070312,36230
2026-05-19 11:00:00+05:30,834.5499877929688,834.5499877929688,836.3499755859375,834.2000122070312,836.0,31318
2026-05-19 11:15:00+05:30,833.8499755859375,833.8499755859375,834.4000244140625,831.9000244140625,834.1500244140625,18319
2026-05-19 11:30:00+05:30,833.8499755859375,833.8499755859375,833.9000244140625,832.6500244140625,833.75,20326
2026-05-19 11:45:00+05:30,834.1500244140625,834.1500244140625,834.1500244140625,833.0999755859375,833.75,17277
2026-05-19 12:00:00+05:30,832.3499755859375,832.3499755859375,834.0,831.6500244140625,833.8499755859375,32044
2026-05-19 12:15:00+05:30,831.8499755859375,831.8499755859375,832.5499877929688,831.0999755859375,832.2999877929688,28304
2026-05-19 12:30:00+05:30,833.5,833.5,833.7000122070312,831.6500244140625,831.8499755859375,22293
2026-05-19 12:45:00+05:30,832.5,832.5,833.6500244140625,832.1500244140625,833.5,18275
2026-05-19 13:00:00+05:30,832.8499755859375,832.8499755859375,833.5499877929688,832.25,832.3499755859375,24612
2026-05-19 13:15:00+05:30,834.0,834.0,834.9500122070312,832.7999877929688,832.7999877929688,37571
2026-05-19 13:30:00+05:30,834.5,834.5,834.7999877929688,833.7000122070312,833.9500122070312,24579
2026-05-19 13:45:00+05:30,834.8499755859375,834.8499755859375,835.0,834.1500244140625,834.4500122070312,26804
2026-05-19 14:00:00+05:30,833.25,833.25,835.3499755859375,832.7000122070312,834.8499755859375,80684
2026-05-19 14:15:00+05:30,832.9000244140625,832.9000244140625,833.5999755859375,832.6500244140625,833.25,22944
2026-05-19 14:30:00+05:30,831.7999877929688,831.7999877929688,833.0,831.4000244140625,832.9000244140625,51870
2026-05-19 14:45:00+05:30,829.7999877929688,829.7999877929688,831.9000244140625,829.0,831.6500244140625,252401
2026-05-19 15:00:00+05:30,832.3499755859375,832.3499755859375,832.5999755859375,829.2000122070312,829.75,227747
2026-05-19 15:15:00+05:30,832.5999755859375,832.5999755859375,832.5999755859375,829.5499877929688,832.2999877929688,202453
2026-05-20 09:15:00+05:30,829.2999877929688,829.2999877929688,829.9000244140625,825.0999755859375,828.9500122070312,60556
2026-05-20 09:30:00+05:30,832.9500122070312,832.9500122070312,833.1500244140625,829.9500122070312,829.9500122070312,83615
